authors	title	venue	year
Mingkui Wei	Domain Shadowing: Leveraging Content Delivery Networks for Robust Blocking-Resistant Communications.	USENIX Security	2021
Sandeep Bhatkar,Daniel C. DuVarney,R. Sekar 0001	Address Obfuscation: An Efficient Approach to Combat a Broad Range of Memory Error Exploits.	USENIX Security	2003
Thomer M. Gil,Massimiliano Poletto	MULTOPS: A Data-Structure for Bandwidth Attack Detection.	USENIX Security	2001
Xander Bouwman,Harm Griffioen,Jelle Egbers,Christian Doerr,Bram Klievink,Michel van Eeten	A different cup of TI? The added value of commercial threat intelligence.	USENIX Security	2020
Andy Ozment,Stuart E. Schechter	Milk or Wine: Does Software Security Improve with Age?	USENIX Security	2006
Changhui Hu,Jin Li 0002,Zheli Liu,Xiaojie Guo,Yu Wei,Xuan Guang,Grigorios Loukides,Changyu Dong	How to Make Private Distributed Cardinality Estimation Practical, and Get Differential Privacy for Free.	USENIX Security	2021
Soheil Khodayari,Giancarlo Pellegrino	JAW: Studying Client-side CSRF with Hybrid Property Graphs and Declarative Traversals.	USENIX Security	2021
Mark Handley,Vern Paxson,Christian Kreibich	Network Intrusion Detection: Evasion, Traffic Normalization, and End-to-End Protocol Semantics.	USENIX Security	2001
Giuseppe Petracca,Ahmad Atamli-Reineh,Yuqiong Sun,Jens Grossklags,Trent Jaeger	AWare: Preventing Abuse of Privacy-Sensitive Sensors via Operation Bindings.	USENIX Security	2017
Scott G. Renfro	VeriSign CZAG: Privacy Leak in X.509 Certificates.	USENIX Security	2002
Hany Ragab,Enrico Barberis,Herbert Bos,Cristiano Giuffrida	Rage Against the Machine Clear: A Systematic Analysis of Machine Clears and Their Implications for Transient Execution Attacks.	USENIX Security	2021
Katharina Krombholz,Wilfried Mayer,Martin Schmiedecker,Edgar R. Weippl	"I Have No Idea What I'm Doing" - On the Usability of Deploying HTTPS.	USENIX Security	2017
Lujo Bauer,Michael A. Schneider,Edward W. Felten	A General and Flexible Access-Control System for the Web.	USENIX Security	2002
Goran Doychev,Dominik Feld,Boris Köpf,Laurent Mauborgne,Jan Reineke	CacheAudit: A Tool for the Static Analysis of Cache Side Channels.	USENIX Security	2013
Sebastian Österlund,Kaveh Razavi,Herbert Bos,Cristiano Giuffrida	ParmeSan: Sanitizer-guided Greybox Fuzzing.	USENIX Security	2020
Jim Chow,Ben Pfaff,Tal Garfinkel,Kevin Christopher,Mendel Rosenblum	Understanding Data Lifetime via Whole System Simulation (Awarded Best Paper!).	USENIX Security	2004
Chenkai Weng,Kang Yang 0002,Xiang Xie,Jonathan Katz,Xiao Wang 0012	Mystique: Efficient Conversions for Zero-Knowledge Proofs with Applications to Machine Learning.	USENIX Security	2021
Philipp Winter,Anne Edmundson,Laura M. Roberts,Agnieszka Dutkowska-Zuk,Marshini Chetty,Nick Feamster	How Do Tor Users Interact With Onion Services?	USENIX Security	2018
Niels Provos,Panayiotis Mavrommatis,Moheeb Abu Rajab,Fabian Monrose	All Your iFRAMEs Point to Us.	USENIX Security	2008
Noah J. Apthorpe,Sarah Varghese,Nick Feamster	Evaluating the Contextual Integrity of Privacy Regulation: Parents' IoT Toy Privacy Norms Versus COPPA.	USENIX Security	2019
Yuchen Wang,Zhenfeng Zhang,Yongquan Xie	Privacy-Preserving and Standard-Compatible AKA Protocol for 5G.	USENIX Security	2021
Soundarya Ramesh,Rui Xiao 0002,Anindya Maiti,Jong Taek Lee,Harini Ramprasad,Ananda Kumar,Murtuza Jadliwala,Jun Han	Acoustics to the Rescue: Physical Key Inference Attack Revisited.	USENIX Security	2021
Erin Avllazagaj,Ziyun Zhu,Leyla Bilge,Davide Balzarotti,Tudor Dumitras	When Malware Changed Its Mind: An Empirical Study of Variable Program Behaviors in the Real World.	USENIX Security	2021
Chenglong Fu 0002,Qiang Zeng 0001,Xiaojiang Du	HAWatcher: Semantics-Aware Anomaly Detection for Appified Smart Homes.	USENIX Security	2021
Junjie Shen 0001,Jun Yeon Won,Zeyuan Chen,Qi Alfred Chen	Drift with Devil: Security of Multi-Sensor Fusion based Localization in High-Level Autonomous Driving under GPS Spoofing.	USENIX Security	2020
Siqi Zhao,Xuhua Ding,Wen Xu,Dawu Gu	Seeing Through The Same Lens: Introspecting Guest Address Space At Native Speed.	USENIX Security	2017
Antonio Flores-Montoya,Eric M. Schulte	Datalog Disassembly.	USENIX Security	2020
Brian Loe,Michael Carney	A Comparison of Methods for Implementing Adaptive Security Policies.	USENIX Security	1998
Shyamnath Gollakota,Nabeel Ahmed,Nickolai Zeldovich,Dina Katabi	Secure In-Band Wireless Pairing.	USENIX Security	2011
Roel Verdult,Flavio D. Garcia,Baris Ege	Dismantling Megamos Crypto: Wirelessly Lockpicking a Vehicle Immobilizer.	USENIX Security	2013
Ray Spencer,Stephen Smalley,Peter A. Loscocco,Mike Hibler,David G. Andersen,Jay Lepreau	The Flask Security Architecture: System Support for Diverse Security Policies.	USENIX Security	1999
Neil Zhenqiang Gong,Bin Liu 0020	You Are Who You Know and How You Behave: Attribute Inference Attacks via Users' Social Friends and Behaviors.	USENIX Security	2016
Lei Xue 0001,Yajin Zhou,Ting Chen 0002,Xiapu Luo,Guofei Gu	Malton: Towards On-Device Non-Invasive Mobile Malware Analysis for ART.	USENIX Security	2017
Xiaoyang Xu,Masoud Ghaffarinia,Wenhao Wang,Kevin W. Hamlen,Zhiqiang Lin	CONFIRM: Evaluating Compatibility and Relevance of Control-flow Integrity Protections for Modern Software.	USENIX Security	2019
Daniel Kales,Christian Rechberger,Thomas Schneider 0003,Matthias Senker,Christian Weinert	Mobile Private Contact Discovery at Scale.	USENIX Security	2019
Negar Kiyavash,Amir Houmansadr,Nikita Borisov	Multi-flow Attacks Against Network Flow Watermarking Schemes.	USENIX Security	2008
Rakshith Shetty,Bernt Schiele,Mario Fritz	A4NT: Author Attribute Anonymity by Adversarial Training of Neural Machine Translation.	USENIX Security	2018
Jie Huang 0010,Michael Backes 0001,Sven Bugiel	A11y and Privacy don't have to be mutually exclusive: Constraining Accessibility Service Misuse on Android.	USENIX Security	2021
Seyed Mohammadjavad Seyed Talebi,Hamid Tavakoli,Hang Zhang,Zheng Zhang,Ardalan Amiri Sani,Zhiyun Qian	Charm: Facilitating Dynamic Analysis of Device Drivers of Mobile Systems.	USENIX Security	2018
Viktoria Felmetsger,Ludovico Cavedon,Christopher Krügel,Giovanni Vigna	Toward Automated Detection of Logic Vulnerabilities in Web Applications.	USENIX Security	2010
Daniel L. McDonald,Randall J. Atkinson,Craig Metz	One-Time Passwords in Everything (OPIE): Experiences with Building and Using Strong Authentication.	USENIX Security	1995
Yitao Duan,NetEase Youdao,John F. Canny,Justin Zhijun Zhan	P4P: Practical Large-Scale Privacy-Preserving Distributed Computation Robust against Malicious Users.	USENIX Security	2010
Gianluca Stringhini,Manuel Egele,Apostolis Zarras,Thorsten Holz,Christopher Krügel,Giovanni Vigna	B@bel: Leveraging Email Delivery for Spam Mitigation.	USENIX Security	2012
Seunghoon Woo,Dongwook Lee,Sunghan Park,Heejo Lee,Sven Dietrich	V0Finder: Discovering the Correct Origin of Publicly Reported Software Vulnerabilities.	USENIX Security	2021
Bin Zeng 0004,Gang Tan,Úlfar Erlingsson	Strato: A Retargetable Framework for Low-Level Inlined-Reference Monitors.	USENIX Security	2013
Hristo Bojinov,Daniel Sánchez 0007,Paul J. Reber,Dan Boneh,Patrick Lincoln	Neuroscience Meets Cryptography: Designing Crypto Primitives Secure Against Rubber Hose Attacks.	USENIX Security	2012
Evan Johnson,Maxwell Bland,Yifei Zhu,Joshua Mason,Stephen Checkoway,Stefan Savage,Kirill Levchenko	Jetset: Targeted Firmware Rehosting for Embedded Systems.	USENIX Security	2021
Xinlei He,Jinyuan Jia,Michael Backes 0001,Neil Zhenqiang Gong,Yang Zhang 0016	Stealing Links from Graph Neural Networks.	USENIX Security	2021
Grant Hernandez,Jing (Dave) Tian,Anurag Swarnim Yadav,Byron J. Williams,Kevin R. B. Butler	BigMAC: Fine-Grained Policy Analysis of Android Firmware.	USENIX Security	2020
Yupeng Zhang 0001,Jonathan Katz,Charalampos Papamanthou	All Your Queries Are Belong to Us: The Power of File-Injection Attacks on Searchable Encryption.	USENIX Security	2016
Naomaru Itoi	Secure Coprocessor Integration with Kerberos V5.	USENIX Security	2000
Qiao Kang,Lei Xue 0001,Adam Morrison 0003,Yuxin Tang,Ang Chen,Xiapu Luo	Programmable In-Network Security for Context-aware BYOD Policies.	USENIX Security	2020
Sean Oesch,Scott Ruoti	That Was Then, This Is Now: A Security Evaluation of Password Generation, Storage, and Autofill in Browser-Based Password Managers.	USENIX Security	2020
Phillipa Gill,Yashar Ganjali,Bernard Wong 0001,David Lie	Dude, Where's That IP? Circumventing Measurement-based IP Geolocation.	USENIX Security	2010
Milad Nasr,Alireza Bahramali,Amir Houmansadr	Defeating DNN-Based Traffic Analysis Systems in Real-Time With Blind Adversarial Perturbations.	USENIX Security	2021
Nav Jagpal,Eric Dingle,Jean-Philippe Gravel,Panayiotis Mavrommatis,Niels Provos,Moheeb Abu Rajab,Kurt Thomas	Trends and Lessons from Three Years Fighting Malicious Extensions.	USENIX Security	2015
Tommaso Frassetto,Patrick Jauernig,Christopher Liebchen,Ahmad-Reza Sadeghi	IMIX: In-Process Memory Isolation EXtension.	USENIX Security	2018
Craig Disselkoen,David Kohlbrenner,Leo Porter,Dean M. Tullsen	Prime+Abort: A Timer-Free High-Precision L3 Cache Attack using Intel TSX.	USENIX Security	2017
David Vincenzetti,Stefano Taino,Fabio Bolognesi	STEL: Secure TELnet.	USENIX Security	1995
Elissa M. Redmiles,Noel Warford,Amritha Jayanti,Aravind Koneru,Sean Kross,Miraida Morales,Rock Stevens,Michelle L. Mazurek	A Comprehensive Quality Evaluation of Security and Privacy Advice on the Web.	USENIX Security	2020
Sanghyun Hong,Pietro Frigo,Yigitcan Kaya,Cristiano Giuffrida,Tudor Dumitras	Terminal Brain Damage: Exposing the Graceless Degradation in Deep Neural Networks Under Hardware Fault Attacks.	USENIX Security	2019
Sebastian Zimmeck,Jie S. Li,Hyungtae Kim,Steven M. Bellovin,Tony Jebara	A Privacy Analysis of Cross-device Tracking.	USENIX Security	2017
Markus Jakobsson,Ari Juels,Ronald L. Rivest	Making Mix Nets Robust for Electronic Voting by Randomized Partial Checking.	USENIX Security	2002
Xin Tan,Yuan Zhang 0009,Xiyu Yang,Kangjie Lu,Min Yang 0002	Detecting Kernel Refcount Bugs with Two-Dimensional Consistency Checking.	USENIX Security	2021
Zhushou Tang,Ke Tang,Minhui Xue,Yuan Tian 0001,Sen Chen,Muhammad Ikram,Tielei Wang,Haojin Zhu	iOS, Your OS, Everybody's OS: Vetting and Analyzing Network Services of iOS Applications.	USENIX Security	2020
Wanrong Zhang 0001,Shruti Tople,Olga Ohrimenko	Leakage of Dataset Properties in Multi-Party Machine Learning.	USENIX Security	2021
Samuel Weiser,Andreas Zankl,Raphael Spreitzer,Katja Miller,Stefan Mangard,Georg Sigl	DATA - Differential Address Trace Analysis: Finding Address-based Side-Channels in Binaries.	USENIX Security	2018
Nils Albartus,Clemens Nasenberg,Florian Stolz,Marc Fyrbiak,Christof Paar,Russell Tessier	On the Design and Misuse of Microcoded (Embedded) Processors - A Cautionary Note.	USENIX Security	2021
Ramya Jayaram Masti,Devendra Rai,Aanjhan Ranganathan,Christian Müller,Lothar Thiele,Srdjan Capkun	Thermal Covert Channels on Multi-core Platforms.	USENIX Security	2015
Niklas Büscher,Stefan Katzenbeisser 0001	Faster Secure Computation through Automatic Parallelization.	USENIX Security	2015
Lukasz Opyrchal,Atul Prakash 0001	Secure Distribution of Events in Content-Based Publish Subscribe Systems.	USENIX Security	2001
Jiarun Dai,Yuan Zhang 0009,Zheyue Jiang,Yingtian Zhou,Junyan Chen,Xinyu Xing,Xiaohan Zhang 0001,Xin Tan,Min Yang 0002,Zhemin Yang	BScout: Direct Whole Patch Presence Test for Java Executables.	USENIX Security	2020
Trent Jaeger,Jochen Liedtke,Nayeem Islam	Operating System Protection for Fine-Grained Programs.	USENIX Security	1998
Terry Nelms,Roberto Perdisci,Manos Antonakakis,Mustaque Ahamad	WebWitness: Investigating, Categorizing, and Mitigating Malware Download Paths.	USENIX Security	2015
Gershon Kedem,Yuriko Ishihara	Brute Force Attack on UNIX Passwords with SIMD Computer.	USENIX Security	1999
Liwei Song,Prateek Mittal	Systematic Evaluation of Privacy Risks of Machine Learning Models.	USENIX Security	2021
Sandy Clark,Travis Goodspeed,Perry Metzger,Zachary Wasserman,Kevin Xu,Matt Blaze	Why (Special Agent) Johnny (Still) Can't Encrypt: A Security Analysis of the APCO Project 25 Two-Way Radio System.	USENIX Security	2011
Sekar Kulandaivel,Tushar Goyal,Arnav Kumar Agrawal,Vyas Sekar	CANvas: Fast and Inexpensive Automotive Network Mapping.	USENIX Security	2019
Thomas Moscibroda,Onur Mutlu	Memory Performance Attacks: Denial of Memory Service in Multi-Core Systems.	USENIX Security	2007
Vassilis Prevelakis	A Secure Station for Network Monitoring and Control.	USENIX Security	1999
Swaminathan Sundararaman,Gopalan Sivathanu,Erez Zadok	Selective Versioning in a Secure Disk System.	USENIX Security	2008
Amit Klein 0001,Benny Pinkas	From IP ID to Device ID and KASLR Bypass.	USENIX Security	2019
Vinod Anupam,Alain J. Mayer	Security of Web Browser Scripting Languages: Vulnerabilities, Attacks, and Remedies.	USENIX Security	1998
Xuxian Jiang,Dongyan Xu	Collapsar: A VM-Based Architecture for Network Attack Detention Center.	USENIX Security	2004
Kostas G. Anagnostakis,Stelios Sidiroglou-Douskos,Periklis Akritidis,Konstantinos Xinidis,Evangelos P. Markatos,Angelos D. Keromytis	Detecting Targeted Attacks Using Shadow Honeypots.	USENIX Security	2005
Mario Werner,Thomas Unterluggauer,Lukas Giner,Michael Schwarz 0001,Daniel Gruss,Stefan Mangard	ScatterCache: Thwarting Cache Attacks via Cache Set Randomization.	USENIX Security	2019
Dirk Balfanz,Glenn Durfee,Rebecca E. Grinter,Diana K. Smetters,Paul Stewart	Network-in-a-Box: How to Set Up a Secure Wireless Network in Under a Minute.	USENIX Security	2004
Taesoo Kim,Nickolai Zeldovich	Making Linux Protection Mechanisms Egalitarian with UserFS.	USENIX Security	2010
Ben Kreuter,Abhi Shelat,Chih-Hao Shen	Billion-Gate Secure Computation with Malicious Adversaries.	USENIX Security	2012
Xueyuan Han,Xiao Yu 0007,Thomas Pasquier,Ding Li 0001,Junghwan Rhee,James W. Mickens,Margo I. Seltzer,Haifeng Chen	SIGL: Securing Software Installations Through Deep Graph Learning.	USENIX Security	2021
Niels Provos	A Virtual Honeypot Framework.	USENIX Security	2004
Rahul Pandita,Xusheng Xiao,Wei Yang 0013,William Enck,Tao Xie 0001	WHYPER: Towards Automating Risk Assessment of Mobile Applications.	USENIX Security	2013
Asaf Cidon,Lior Gavish,Itay Bleier,Nadia Korshun,Marco Schweighauser,Alexey Tsitkin	High Precision Detection of Business Email Compromise.	USENIX Security	2019
Ishtiaq Rouf,Robert D. Miller,Hossen A. Mustafa,Travis Taylor,Sangho Oh,Wenyuan Xu,Marco Gruteser,Wade Trappe,Ivan Seskar	Security and Privacy Vulnerabilities of In-Car Wireless Networks: A Tire Pressure Monitoring System Case Study.	USENIX Security	2010
Jing (Dave) Tian,Nolen Scaife,Adam Bates 0001,Kevin R. B. Butler,Patrick Traynor	Making USB Great Again with USBFILTER.	USENIX Security	2016
Sebastian Zander,Steven J. Murdoch	An Improved Clock-skew Measurement Technique for Revealing Hidden Services.	USENIX Security	2008
Moritz Lipp,Daniel Gruss,Raphael Spreitzer,Clémentine Maurice,Stefan Mangard	ARMageddon: Cache Attacks on Mobile Devices.	USENIX Security	2016
Diogo Barradas,Nuno Santos 0001,Luís E. T. Rodrigues	Effective Detection of Multimedia Protocol Tunneling using Machine Learning.	USENIX Security	2018
Barry Bond,Chris Hawblitzel,Manos Kapritsos,K. Rustan M. Leino,Jacob R. Lorch,Bryan Parno,Ashay Rane,Srinath T. V. Setty,Laure Thompson	Vale: Verifying High-Performance Cryptographic Assembly Code.	USENIX Security	2017
Daniel J. Bernstein,Tanja Lange 0001	McTiny: Fast High-Confidence Post-Quantum Key Erasure for Tiny Network Servers.	USENIX Security	2020
Andrei Costin,Jonas Zaddach,Aurélien Francillon,Davide Balzarotti	A Large-Scale Analysis of the Security of Embedded Firmwares.	USENIX Security	2014
Steven M. Bellovin	Problem Areas for the IP Security Protocols.	USENIX Security	1996
Kun Du,Hao Yang,Zhou Li 0001,Hai-Xin Duan,Kehuan Zhang	The Ever-Changing Labyrinth: A Large-Scale Analysis of Wildcard DNS Powered Blackhat SEO.	USENIX Security	2016
T. Scott Saponas,Jonathan Lester,Carl Hartung,Sameer Agarwal 0001,Tadayoshi Kohno	Devices That Tell on You: Privacy Trends in Consumer Ubiquitous Computing.	USENIX Security	2007
Ofek Kirzner,Adam Morrison 0001	An Analysis of Speculative Type Confusion Vulnerabilities in the Wild.	USENIX Security	2021
Fan Zhang 0022,Ittay Eyal,Robert Escriva,Ari Juels,Robbert van Renesse	REM: Resource-Efficient Mining for Blockchains.	USENIX Security	2017
Jonathan S. Shapiro,John Vanderburgh	Access and Integrity Control in a Public-Access, High-Assurance Configuration Management System.	USENIX Security	2002
Brendan Saltaformaggio,Rohit Bhatia,Xiangyu Zhang 0001,Dongyan Xu,Golden G. Richard III	Screen after Previous Screens: Spatial-Temporal Recreation of Android App Displays from Memory Images.	USENIX Security	2016
Meng Xu 0001,Taesoo Kim	PlatPal: Detecting Malicious Documents with Platform Diversity.	USENIX Security	2017
Nimrod Aviram,Sebastian Schinzel,Juraj Somorovsky,Nadia Heninger,Maik Dankel,Jens Steube,Luke Valenta,David Adrian,J. Alex Halderman,Viktor Dukhovni,Emilia Käsper,Shaanan Cohney,Susanne Engels,Christof Paar,Yuval Shavitt	DROWN: Breaking TLS Using SSLv2.	USENIX Security	2016
Yuede Ji,Mohamed Elsabagh,Ryan Johnson 0002,Angelos Stavrou	DEFInit: An Analysis of Exposed Android Init Routines.	USENIX Security	2021
Matthew Rossi,Dario Facchinetti,Enrico Bacis,Marco Rosa,Stefano Paraboschi	SEApp: Bringing Mandatory Access Control to Android Apps.	USENIX Security	2021
Roya Ensafi,Jong Chun Park,Deepak Kapur,Jedidiah R. Crandall	Idle Port Scanning and Non-interference Analysis of Network Protocol Stacks Using Model Checking.	USENIX Security	2010
Hailong Zhang 0006,Sufian Latif,Raef Bassily,Atanas Rountev	Differentially-Private Control-Flow Node Coverage for Software Usage Analysis.	USENIX Security	2020
Michael Backes 0001,Markus Dürmuth,Sebastian Gerling,Manfred Pinkal,Caroline Sporleder	Acoustic Side-Channel Attacks on Printers.	USENIX Security	2010
Jian Zhang 0004,Phillip A. Porras,Johannes Ullrich	Highly Predictive Blacklisting.	USENIX Security	2008
Kai Chen 0012,Peng Wang 0088,Yeonjoon Lee,XiaoFeng Wang 0001,Nan Zhang 0018,Heqing Huang,Wei Zou,Peng Liu 0005	Finding Unknown Malice in 10 Seconds: Mass Vetting for New Threats at the Google-Play Scale.	USENIX Security	2015
Patrick D. McDaniel,Atul Prakash 0001,Peter Honeyman	Antigone: A Flexible Framework for Secure Group Communication.	USENIX Security	1999
Yeonjoon Lee,Xueqiang Wang,Kwangwuk Lee,Xiaojing Liao,XiaoFeng Wang 0001,Tongxin Li,Xianghang Mi	Understanding iOS-based Crowdturfing Through Hidden UI Analysis.	USENIX Security	2019
